idx,mol_id,smiles,scaffold,split
1766,TOX1483,O=CCc1ccccc1,c1ccccc1,train
1768,TOX26439,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,c1ccccc1,train
1769,TOX26437,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,c1ncc2ncn(C3CCCO3)c2n1,train
1770,TOX26434,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,O=C(CS(=O)Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,train
1773,TOX26433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,c1ccc(CCNCCOc2ccccc2)cc1,train
1775,TOX27426,C=C(C)C1CC=C(C)C(=O)C1,O=C1C=CCCC1,train
1776,TOX27135,Cc1ccccc1S,c1ccccc1,train
1777,TOX27424,O=C1CCCCC1C1CCCCC1,O=C1CCCCC1C1CCCCC1,train
1778,TOX27137,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train
1779,TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C,C1=CCCCC1,train
1780,TOX27131,CC(C)=CCOC(=O)c1ccccc1,c1ccccc1,train
1781,TOX27420,COc1cc(CCC(C)=O)ccc1O,c1ccccc1,train
1782,TOX26051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,OCC(O)C(O)C(O)C(O)CO,train
1783,TOX26403,N[C@H](C(=O)O)c1ccc(O)cc1,c1ccccc1,train
1784,TOX26054,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,O=C1C=CC(=O)C=C1,train
1786,TOX1212,O=C(O)c1ccc(O)c(O)c1,c1ccccc1,train
1787,TOX1214,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,O=C1c2ccccc2C(=O)c2ccccc21,train
1788,TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,c1c[nH+]c[nH]1,train
1789,TOX1217,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,c1ccc(-c2cncnc2)cc1,train
1790,TOX1219,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,train
1791,TOX26505,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,O=C(CCCN1CCC(N2CCCCC2)CC1)c1ccccc1,train
1793,TOX31544,O=C(CCCl)NCc1ccccc1,c1ccccc1,train
1794,TOX26059,COc1ccc(/C=C/C(=O)O)cc1,c1ccccc1,train
1796,TOX29084,CCCCCCCCCCn1cc[n+](C)c1,c1c[nH+]c[nH]1,train
1797,TOX7328,O=S(=O)([O-])CO,O=S(=O)([O-])CO,train
1798,TOX7329,C=CCCCCCCCC,C=CCCCCCCCC,train
1800,TOX7323,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,train
1801,TOX7320,O=[N+]([O-])c1ccc([O-])cc1,c1ccccc1,train
1802,TOX7321,O=S(=O)([O-])c1ccc(O)cc1,c1ccccc1,train
1804,TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,c1ccccc1,train
1805,TOX4598,O=C(OCc1ccccc1)c1ccccc1O,O=C(OCc1ccccc1)c1ccccc1,train
1807,TOX4597,O=C(Cc1ccccc1)OCc1ccccc1,O=C(Cc1ccccc1)OCc1ccccc1,train
1808,TOX24489,CC(=O)C(Cl)C(=O)N(C)C,CC(=O)C(Cl)C(=O)N(C)C,train
1809,TOX24488,N#CC1(N)CCCCC1,C1CCCCC1,train
1810,TOX24481,O=C1CCCCCN1SSN1CCCCCC1=O,O=C1CCCCCN1SSN1CCCCCC1=O,train
1811,TOX28651,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,c1ccnnc1,train
1812,TOX28652,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,c1ccccc1.c1ccccc1,train
1813,TOX28653,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,train
1814,TOX13649,COC(=O)CC#N,COC(=O)CC#N,train
1815,TOX24484,CC(C)CCCCCCN,CC(C)CCCCCCN,train
1816,TOX28656,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train
1817,TOX24486,CC(C)NC(=O)NC(C)C,CC(C)NC(=O)NC(C)C,train
1818,TOX17734,CCCCCCCCCCCCCCC(Br)C(=O)O,CCCCCCCCCCCCCCC(Br)C(=O)O,train
1819,TOX24375,C=CCOCC(O)CO,C=CCOCC(O)CO,train
1820,TOX24374,CC(=O)c1ccc(C)cc1,c1ccccc1,train
1821,TOX17730,O=C(O)c1cc(O)c2ccccc2c1O,c1ccc2ccccc2c1,train
1822,TOX24371,O=S(=O)(O)CCCN1CCOCC1,C1COCCN1,train
1823,TOX24370,CCCCNc1ccccc1,c1ccccc1,train
1824,TOX27935,FC(F)(F)c1ccc(Cl)cc1Cl,c1ccccc1,train
1825,TOX27936,Oc1ccc(Sc2ccc(O)cc2)cc1,c1ccc(Sc2ccccc2)cc1,train
1826,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,O=C(c1ccccc1)c1ccccc1,train
1827,TOX17739,Oc1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,train
1829,TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,O=C(c1ccccc1)c1ccccc1,train
1831,TOX6181,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,O=C(Nc1ccccc1)c1ccccc1,train
1832,TOX6183,CCCCN(CCCC)CCCC,CCCCN(CCCC)CCCC,train
1833,TOX31018,Cc1cc(O)c(C)c(C)c1O,c1ccccc1,train
1834,TOX2749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,train
1835,TOX2748,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,train
1837,TOX2742,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,train
1838,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,c1ccccc1,train
1841,TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,O=C(NCC1CCCN1)c1ccccc1,train
1842,TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,O=C(Nc1ccccc1)c1cc2ccccc2[nH]c1=O,train
1843,TOX25681,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,c1ccc2c(c1)c1ccccc1n2CCCN1CCNCC1,train
1844,TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,c1ccncc1,train
1845,TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,c1ccc(CCc2ccccc2)cc1,train
1849,TOX647,O=Cc1ccco1,c1ccoc1,train
1850,TOX646,c1ccoc1,c1ccoc1,train
1851,TOX5249,CCCCCCCCCCCCC1CO1,C1CO1,train
1852,TOX3113,COc1ccccc1O,c1ccccc1,train
1853,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,O=c1c2ccccc2ncn1-c1ccccc1,train
1854,TOX5240,C=CC1CO1,C1CO1,train
1855,TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S,O=C1CNC(=S)N1,train
1856,TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,c1ccc(NCc2ccco2)cc1,train
1857,TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,O=C1N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C=NC12CCCC2,train
1858,TOX5113,CC(C)CC(C)N,CC(C)CC(C)N,train
1859,TOX3163,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,c1ccccc1,train
1861,TOX12516,CCCCCCCCSCCO,CCCCCCCCSCCO,train
1862,TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,O=C1CCOC2OC3CCCCC3OC12,train
1863,TOX12514,O=Cc1ccccc1C=O,c1ccccc1,train
1864,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,train
1865,TOX12513,Cc1cc(C)n(CO)n1,c1cn[nH]c1,train
1866,TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,train
1867,TOX12511,CCN1CN(CC)CN(CC)C1,C1NCNCN1,train
1868,TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,c1c[nH]cn1,train
1869,TOX25350,NCC1CCC(C(=O)O)CC1,C1CCCCC1,train
1870,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,O=S(=O)(Nc1ccncn1)c1ccccc1,train
1871,TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,O=C(c1ccccc1)c1ccccc1,train
1872,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1,c1ccccc1,train
1873,TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,O=C1CCc2ccc(cc2)Oc2cc3cc(c2OC2OCCCC2OC2CCCCO2)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,train
1874,TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,O=C1CNC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSC=N2)CCCCN1,train
1875,TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,C(=Cc1ccc(-c2ccc(C=Cc3ccccc3)cc2)cc1)c1ccccc1,train
1876,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O,O=CC(Cl)=C(Cl)C(=O)O,train
1877,TOX421,Cl[C@H]1OCCO[C@@H]1Cl,C1COCCO1,train
1878,TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,c1ccccc1,train
1879,TOX427,Nc1cc(Cl)c(N)c(Cl)c1,c1ccccc1,train
1880,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,c1ccccc1,train
1881,TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21,train
1882,TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,c1ccccc1,train
1883,TOX428,O=C(O)C(Cl)Cl,O=C(O)C(Cl)Cl,train
1885,TOX1982,CCCCOC(C)=O,CCCCOC(C)=O,train
1886,TOX1984,CCCCCCCCCCCCN,CCCCCCCCCCCCN,train
1888,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,c1ccc2[s+]c3ccccc3nc2c1,train
1889,TOX4359,Oc1cc(Cl)c(Cl)cc1Cl,c1ccccc1,train
1891,TOX23747,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,O=C(OCCc1ccc(N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1)C1=CNC=CC1c1ccccc1,train
1892,TOX2472,CCCCc1ccccc1,c1ccccc1,train
1893,TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,train
1895,TOX15204,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,train
1896,TOX21424,CC(C)CCCC(C)(C)O,CC(C)CCCC(C)(C)O,train
1897,TOX21425,CCC/C=C/C=O,CCCC=CC=O,train
1898,TOX21426,C1=COCCC1,C1=COCCC1,train
1899,TOX21420,O=C(O)c1ccco1,c1ccoc1,train
1900,TOX21421,COc1cc(OC)c2ccc(=O)oc2c1,O=c1ccc2ccccc2o1,train
1901,TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12,O=c1ccc2ccccc2o1,train
1902,TOX21423,C=CN1CCCCCC1=O,O=C1CCCCCN1,train
1903,TOX27118,Cc1occc1S,c1ccoc1,train
1904,TOX1901,CCCOC(C)=O,CCCOC(C)=O,train
1905,TOX27444,Cc1ccc2c(c1)CCCN2,c1ccc2c(c1)CCCN2,train
1906,TOX27113,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,C1CCC2C(C1)CCC1OCCC12,train
1907,TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,train
1908,TOX27447,NNC(=O)OCc1ccccc1,c1ccccc1,train
1909,TOX27440,CC(C)c1ccc(C#N)cc1,c1ccccc1,train
1911,TOX27443,COc1cc(C)cc(O)c1,c1ccccc1,train
1914,TOX5403,CCCCCCOC(=O)c1ccccc1,c1ccccc1,train
1915,TOX5402,C=CCCCC,C=CCCCC,train
1916,TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,c1ccc(-c2ccccc2)cc1,train
1918,TOX5409,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,O=C1OC(C2NCCc3cc4c(cc32)OCO4)c2ccccc21,train
1919,TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1,c1ccc(-c2ccccc2)cc1,train
1920,TOX9189,N=C(N)N.N=C(N)N.O=C(O)O,N=C(N)N.N=C(N)N.O=C(O)O,train
1921,TOX5744,O=[N+]([O-])c1ccccc1CCl,c1ccccc1,train
1922,TOX5745,O=[N+]([O-])c1ccc(CCl)cc1,c1ccccc1,train
1923,TOX5742,O=C(Cl)c1ccc([N+](=O)[O-])cc1,c1ccccc1,train
1924,TOX5743,O=[N+]([O-])c1cccc(CCl)c1,c1ccccc1,train
1925,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,c1ccccc1,train
1926,TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-],c1ccccc1,train
1927,TOX9182,CC(C)CC(=O)O,CC(C)CC(=O)O,train
1928,TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1,c1ccccc1,train
1929,TOX9186,Cc1nc(N)nc(N)n1,c1ncncn1,train
1930,TOX5749,O=[N+]([O-])c1ccccc1Nc1ccccc1,c1ccc(Nc2ccccc2)cc1,train
1931,TOX1596,CCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCC(=O)O,train
1932,TOX14005,NS(=O)(=O)O,NS(=O)(=O)O,train
1933,TOX11521,[PbH2+2],[PbH2+2],train
1934,TOX31548,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1,train
1935,TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,train
1937,TOX9230,CC(C)(C)N(CCO)CCO,CC(C)(C)N(CCO)CCO,train
1938,TOX9231,CC(CO)CO,CC(CO)CO,train
1940,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,train
1941,TOX9234,C=CC(C)CCC=C(C)C,C=CC(C)CCC=C(C)C,train
1943,TOX31549,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,c1ccccc1,train
1944,TOX20461,OCC(S)CS,OCC(S)CS,train
1946,TOX28823,CCCN(CCC)CCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,train
1947,TOX28822,CN(C)CCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,train
1950,TOX28827,NC1(c2ccccc2)CCCCC1,c1ccc(C2CCCCC2)cc1,train
1951,TOX28826,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,c1ccc2[nH]ccc2c1,train
1952,TOX21844,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O,O=C1CC2OCCC2O1,train
1953,TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,c1ccc2[nH]ccc2c1,train
1954,TOX28829,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,O=C(OC1CC2CCC(C1)N2)c1ccccc1,train
1955,TOX28828,c1ccc(CN2CCNCC2)cc1,c1ccc(CN2CCNCC2)cc1,train
1957,TOX28538,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,O=S1(=O)c2ccccc2Nc2ccccc21,train
1958,TOX25165,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,train
1959,TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,O=C1CCCC1Cc1ccccc1,train
1961,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C,c1ccccc1,train
1962,TOX25161,c1ccc2c(c1)OCC(C1=NCCN1)O2,c1ccc2c(c1)OCC(C1=NCCN1)O2,train
1964,TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,train
1966,TOX25169,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,c1ccccc1,train
1969,TOX92,COc1ccccc1N,c1ccccc1,train
1970,TOX91,Nc1ccccc1,c1ccccc1,train
1971,TOX97,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,c1ccccc1,train
1972,TOX96,O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2,O=C1O[Sb]2OCC3O[Sb](OCC1O2)OC3=O,train
1973,TOX95,O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,train
1974,TOX94,Nc1ccccc1C(=O)O,c1ccccc1,train
1975,TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,train
1976,TOX28798,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,c1ccccc1,train
1977,TOX28791,CN[C@H](C)Cc1ccccc1,c1ccccc1,train
1978,TOX28790,CN[C@@H](C)Cc1ccccc1,c1ccccc1,train
1979,TOX28793,C[C@@H](N)C(=O)c1ccccc1,c1ccccc1,train
1980,TOX28792,C[C@H](N)C(=O)c1ccccc1,c1ccccc1,train
1981,TOX28795,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2c(ncn2CCNCCc2ccccc2)[nH]1,train
1982,TOX28794,CCN[C@@H](C)Cc1ccccc1,c1ccccc1,train
1983,TOX28797,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,c1ccccc1,train
1987,TOX1152,Oc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train
1988,TOX1151,Oc1ccccc1-c1ccccc1,c1ccc(-c2ccccc2)cc1,train
1989,TOX1150,CC(=O)O[Hg]c1ccccc1,c1ccccc1,train
1990,TOX1409,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc([SnH](c2ccccc2)c2ccccc2)cc1,train
1991,TOX24511,CCCOC(=O)CCCCC(=O)OCCC,CCCOC(=O)CCCCC(=O)OCCC,train
1992,TOX1159,O=C1OC(=O)c2ccccc21,O=C1OC(=O)c2ccccc21,train
1993,TOX1158,NC(=O)c1ccccc1C(N)=O,c1ccccc1,train
1994,TOX2174,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,S=[PH](Oc1ccccc1)c1ccccc1,train
1995,TOX2170,NC(=O)c1c(Cl)cccc1Cl,c1ccccc1,train
1997,TOX2172,CNC(=O)Oc1ccc(N(C)C)c(C)c1,c1ccccc1,train
1998,TOX2179,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,c1ccncc1,train
1999,TOX24514,CCCCCCOC(=O)c1ccc(O)cc1,c1ccccc1,train
2000,TOX3378,NC[C@H](O)c1ccc(O)c(O)c1,c1ccccc1,train
2001,TOX24748,O=C(c1ccccc1)C1(O)CCCCC1,O=C(c1ccccc1)C1CCCCC1,train
2002,TOX24746,CC(C)OC(=O)c1ccccc1,c1ccccc1,train
2004,TOX25790,CN1Cc2c(N)cccc2C(c2ccccc2)C1,c1ccc(C2CNCc3ccccc32)cc1,train
2005,TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,c1cscn1,train
2006,TOX17696,CN/C=N/c1ccc(C)cc1C,c1ccccc1,train
2007,TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,C1=CC(c2ccccc2)C=CN1,train
2008,TOX24740,CC(C)OC(=O)CCC(=O)OC(C)C,CC(C)OC(=O)CCC(=O)OC(C)C,train
2009,TOX3372,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,O=C1CN=C(c2ccccc2)c2ccccc2N1,train
2010,TOX23915,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
2011,TOX18855,Fc1cccc(Cl)c1CCl,c1ccccc1,train
2012,TOX23913,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],c1ccc2[nH+]cc[nH+]c2c1,train
2014,TOX23919,OC[C@H](O)[C@H](O)CO,OCC(O)C(O)CO,train
2015,TOX12180,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,c1ccc(-c2ccccc2)cc1,train
2016,TOX365,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,train
2018,TOX367,N[C@@H](CS)C(=O)O,NC(CS)C(=O)O,train
2019,TOX360,c1ccc2sc(SNC3CCCCC3)nc2c1,c1ccc2sc(SNC3CCCCC3)nc2c1,train
2020,TOX3996,NC1CCCCC1,C1CCCCC1,train
2021,TOX363,ON=C1CCCC1,N=C1CCCC1,train
2022,TOX368,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,c1ccccc1,train
2023,TOX369,CN(C)N=Nc1nc[nH]c1C(N)=O,c1c[nH]cn1,train
2025,TOX31546,O=c1[nH]c2ccccc2c(=O)n1CCCl,O=c1[nH]c(=O)c2ccccc2[nH]1,train
2028,TOX24811,Cc1cc(Cl)ccc1/N=C/N(C)C,c1ccccc1,train
2029,TOX24758,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,c1ccc(-c2c[nH]c3ccccc23)cc1,train
2031,TOX26630,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,O=C(NC(C(=O)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12)c1ccccc1)c1cccnc1,train
2032,TOX26631,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,O=C(CCN1CCN(CCc2ccccc2)CC1)c1ccccc1,train
2033,TOX24226,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,c1ccc(-c2conc2-c2ccccc2)cc1,train
2034,TOX26633,CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,c1cncnc1,train
2035,TOX26634,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,c1ccccc1,train
2036,TOX26188,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,O=[PH](c1ccccc1)c1ccccc1,train
2039,TOX26187,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,c1ccc(C(c2ccccc2)C2CN3CCC2CC3)cc1,train
2040,TOX26185,COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC,O=C(NN=Cc1ccccc1)c1ccncc1,train
2041,TOX26182,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,c1ccc2scnc2c1,train
2042,TOX26183,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,c1ccc2c(c1)Nc1ccccc1S2,train
2043,TOX26180,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,O=C(CCN1CCNCC1)N1c2ccccc2Sc2ccccc21,train
2044,TOX26181,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,O=C(CCc1ccccc1)c1ccccc1,train
