NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,MolWt,LogP,TPSA,HDonors,HAcceptors,RotBonds,RingCount,AromaticRings,ExactMolWt
0,0,0,,0,0,0,0,0,1,0,0,TOX2159,C=CCCCCCCC=C,138.254,3.6990000000000025,0,0,0,7,0,0,138.1408506
0,,,0,,0,1,1,0,1,1,,TOX2153,CCCC[Sn](CCCC)(CCCC)CCCC,347.1750000000002,6.635600000000007,0,0,0,12,0,0,348.1838959
1,0,0,0,,0,0,1,0,0,1,,TOX13562,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,292.21299999999997,2.3230000000000004,92.47,2,4,3,1,1,292.06709149200003
0,0,0,0,0,0,0,0,0,0,0,0,TOX13564,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1,250.33799999999997,2.760700000000001,57.53,2,2,2,2,0,250.1568946
0,0,0,0,1,0,0,1,0,0,0,0,TOX13566,Cl[In](Cl)Cl,221.17700000000002,1.6877,0,0,0,0,0,0,219.810436
0,0,0,0,0,0,0,0,0,0,,0,TOX24724,O=CO[AlH3](OC=O)OC=O,165.057,-2.3128,78.9,0,6,6,0,0,164.9979765
0,0,0,0,0,0,0,0,0,0,0,0,TOX24725,CCCCOC(=O)CO,132.159,0.322,46.53,1,3,4,0,0,132.0786442
0,0,0,0,0,0,0,,0,,0,0,TOX17672,CCCC(=O)[O-],87.09799999999998,-0.4636,40.129999999999995,0,2,2,0,0,87.04515304
0,0,0,0,0,0,0,0,0,0,0,0,TOX24727,CN(C1CCCCC1)C1CCCCC1,195.34999999999994,3.5836000000000023,3.24,0,1,2,2,0,195.19869979999999
0,0,0,0,0,0,0,0,0,0,0,0,TOX24720,Cc1ccnc(N)c1,108.144,0.9722200000000001,38.91,1,2,0,1,1,108.06874825599999
0,0,0,0,1,0,0,0,0,0,0,0,TOX24721,CN(C)C(C)(C)CO,117.19199999999998,0.3188999999999998,23.47,1,2,2,0,0,117.1153641
0,0,0,0,0,0,0,0,0,0,,0,TOX24722,CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1,256.25899999999996,0.5083,103.37,1,5,4,1,1,256.02851699991004
0,0,0,0,0,0,0,0,0,0,0,0,TOX24723,CC(=O)O[AlH3](O)O,123.064,-2.2841,66.76,2,4,1,0,0,123.02379736600001
0,0,0,0,,0,0,0,0,0,0,0,TOX3825,[As]#[In],189.74,-0.7616,0,0,0,0,0,0,189.8254745
0,0,0,0,0,0,0,0,0,0,0,0,TOX3826,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,222.28799999999995,2.2430000000000003,58.86,0,4,3,1,0,222.1368278
0,0,,0,0,0,0,0,0,0,0,0,TOX25883,CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@H]12,305.37100000000004,-0.4471,80.62000000000002,2,7,7,2,0,305.1838376
0,0,0,0,0,0,0,0,0,0,,0,TOX25880,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,311.425,3.7035000000000027,29.54,0,3,8,2,2,311.18852904000005
0,0,0,0,0,0,0,0,0,0,0,0,TOX22406,COS(=O)(=O)[O-],111.09799999999998,-0.907,66.43,0,4,1,0,0,110.97575315591001
0,0,,0,,0,0,0,0,0,,,TOX25886,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,376.13600000000025,4.558300000000004,29.259999999999998,1,2,3,2,1,373.99932284000005
0,0,0,0,0,0,0,0,0,0,0,0,TOX28119,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,290.403,4.468000000000004,35.53,0,3,9,1,1,290.18819469199997
0,0,0,0,0,0,0,0,0,0,0,0,TOX18831,COCCOC(=O)CC#N,143.142,0.08968,59.32,0,4,4,0,0,143.0582431
0,0,0,0,0,0,0,0,0,0,,0,TOX18830,CCCC(=O)OC(C)(C)Cc1ccccc1,220.31199999999998,3.3510000000000018,26.3,0,2,5,1,1,220.1463299
0,0,0,0,0,0,0,0,0,0,0,0,TOX1767,COC(C)=O,74.079,0.17930000000000001,26.3,0,2,0,0,0,74.03677943
0,,0,,,1,,,0,,1,,TOX28117,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,409.78200000000015,5.682800000000001,0,0,0,0,3,0,405.7977716
0,0,0,0,0,0,0,,0,0,0,0,TOX24603,N#CCCN(CCO)CCO,158.201,-0.81332,67.49000000000001,2,4,6,0,0,158.1055277
0,0,0,0,0,0,0,,0,,,0,TOX25360,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,300.8330000000001,3.6768000000000027,6.48,0,2,3,3,2,300.1393264
0,0,,,0,0,0,0,0,0,0,0,TOX24600,OCC1CC=CCC1,112.172,1.335,20.23,1,1,1,1,0,112.088815
0,0,0,,0,0,,,0,,1,,TOX28580,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,491.5440000000002,3.8203000000000022,111.00999999999999,1,8,7,4,2,491.2056356
,,,,,,,0,,0,,,TOX28581,C[N+]1(CCF)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,398.4980000000001,3.5752000000000024,46.53,1,3,6,4,2,398.2125984
0,0,0,0,0,0,0,,0,0,0,0,TOX28582,COC[C@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@H]1C,533.6390000000004,4.500740000000004,61.800000000000004,0,6,6,4,2,533.2977601160001
1,1,,,0,0,0,0,0,0,0,0,TOX384,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.4670000000002,1.8957000000000002,94.83,3,5,2,4,0,392.19990224799994
0,0,0,1,,,0,0,0,,1,0,TOX28583,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,470.6130000000003,6.331020000000006,57.86,2,5,7,5,4,470.25694294799996
0,,1,,0,0,,,0,,1,0,TOX383,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,578.6620000000004,4.162500000000003,108.55000000000001,1,9,7,6,3,578.2628161759999
0,0,0,,1,1,0,,0,0,1,0,TOX380,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,330.46800000000013,4.450000000000005,43.370000000000005,0,3,1,4,0,330.21949481999997
0,0,0,0,0,0,,0,0,,1,,TOX381,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,505.20600000000024,6.490180000000005,59.32000000000001,0,4,6,3,2,502.9731677
0,0,0,0,,0,0,,0,0,0,0,TOX21234,N#CCCCC(C#N)CCC#N,161.208,2.1238400000000004,71.37,0,3,5,0,0,161.0952974
0,0,0,0,0,0,0,0,0,0,,0,TOX21237,CC1=CC=C(C(C)C)CC1,136.238,3.308900000000002,0,0,0,1,1,0,136.1252005
0,0,0,0,,0,0,0,0,0,,0,TOX21230,COc1nc(C)nc(N)n1,140.14600000000002,-0.22918,73.92,1,5,1,1,1,140.0698109
0,0,0,0,0,0,0,0,0,0,0,0,TOX21232,CC(C)c1cc(C(C)C)cc(C(C)C)c1,204.35699999999997,5.056800000000004,0,0,0,3,1,1,204.1878008
0,0,0,0,0,0,0,0,0,0,0,0,TOX21238,NCC1CCCC(CN)C1,142.24599999999998,0.7102,52.04,2,2,2,1,0,142.1469986
0,,1,,,0,,1,0,0,1,,TOX14634,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,247.68499999999997,3.3790000000000013,54.02,2,2,2,2,2,247.0512396
0,0,0,0,0,0,0,0,0,0,0,0,TOX12878,CC(O)CC(C)O,104.14899999999999,0.1381,40.46,2,2,2,0,0,104.0837296
0,0,1,0,1,0,0,0,0,0,1,0,TOX6706,c1ccc(OCCOc2ccccc2)cc1,214.26400000000004,3.144400000000002,18.46,0,2,5,2,2,214.0993797
0,0,0,0,,,0,0,0,0,0,0,TOX6701,Cc1ccc(S(=O)(=O)O)cc1,172.205,1.2417200000000002,54.370000000000005,1,2,1,1,1,172.0194151
0,,1,,1,0,,,1,,,,TOX26358,CN(C)C(=O)CCSC(SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,514.0920000000002,5.141900000000004,73.33,0,6,11,3,3,513.107886
0,0,0,0,0,0,0,0,0,0,0,0,TOX11956,CCCNC(C)C(=O)Nc1ccccc1C,220.316,2.3216200000000002,41.13,2,2,5,1,1,220.1575633
0,0,0,0,0,0,0,,0,,0,0,TOX26614,FCOC(C(F)(F)F)C(F)(F)F,200.05299999999997,2.4232000000000005,9.23,0,1,2,0,0,200.0072123
0,0,0,0,0,0,0,,0,,,0,TOX26615,COS(=O)(=O)[O-].C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,465.5680000000001,2.1876000000000007,112.96000000000002,1,7,6,3,2,465.1821233
0,0,0,0,0,0,0,,0,,0,0,TOX26613,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,288.03099999999995,4.0169,0,0,0,2,0,0,287.9808386
0,0,,0,0,0,0,0,0,0,0,0,TOX26610,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,296.414,2.656500000000001,23.550000000000004,0,2,1,6,1,296.18886338799996
0,0,0,0,,0,0,,0,,,1,TOX26352,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,585.6980000000002,2.537600000000001,166.28,4,9,6,2,0,585.3050153
,,,,,,,0,,0,,,TOX26351,CN1CCC[C@@H]1c1cccnc1,162.236,1.8483,16.130000000000003,0,2,1,2,1,162.1156984
0,,0,1,,,0,,0,1,,,TOX26619,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,387.71900000000005,5.8629000000000016,27.05,0,4,6,3,3,385.9814171
0,0,0,0,0,0,0,0,0,0,0,0,TOX4254,c1ccc2c(c1)ccc1ccccc12,178.23399999999998,3.993000000000002,0,0,0,0,3,3,178.0782503
,,,,,,,0,,0,,,TOX26821,CCCC1CCCCN1,127.23100000000001,1.9286,12.03,1,1,2,1,0,127.13609954399999
0,0,1,1,0,0,0,1,0,1,,0,TOX4259,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,367.8160000000001,4.236100000000003,53.6,0,7,7,2,2,366.9868643
0,0,0,0,0,0,0,,0,1,0,0,TOX26820,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,308.506,6.363000000000007,26.3,0,2,15,0,0,308.2715304
,,,,,,,1,,1,,,TOX31434,COC(=O)c1nc(Cl)c(Cl)nc1N,222.031,1.1522,78.1,1,5,1,1,1,220.9758818
,,,,,,,0,,0,,,TOX28904,CC(=O)OCC[N+](C)(C)C,146.21,0.25570000000000004,26.3,0,2,3,0,0,146.1175552
0,0,0,0,,0,,1,0,1,,0,TOX14089,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,234.33899999999994,3.789900000000003,37.3,1,1,2,2,0,234.1619799
,,,,,,,0,,0,,,TOX20948,O=C([O-])CCCc1ccccc1,163.196,0.7591999999999998,40.129999999999995,0,2,4,1,1,163.0764532
0,0,0,0,0,0,0,,0,1,0,0,TOX24938,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,232.26399999999995,0.3397999999999999,78.9,0,6,4,0,0,232.0403146
1,1,0,,1,1,0,,0,0,,0,TOX26478,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,310.43700000000007,3.6586000000000025,37.3,1,2,1,4,0,310.1932801
0,0,0,,0,0,,,1,,0,0,TOX26479,CC(=C\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O,319.40700000000004,2.918700000000001,57.61000000000001,1,4,4,2,1,319.03368527599997
0,0,,0,,0,0,,0,,,,TOX26472,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.6690000000001,7.217600000000008,29.540000000000003,0,3,9,4,3,469.29807948800004
1,0,0,,,0,0,1,0,0,,0,TOX26470,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,328.4370000000002,3.7691000000000026,34.59,0,4,3,3,2,328.1245489
0,0,0,0,0,0,0,,0,,0,0,TOX26471,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,301.386,2.7421000000000006,72.72,4,4,7,2,2,301.1677936
0,0,0,0,0,0,0,,0,,0,0,TOX26476,O=C([O-])c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,403.41400000000004,1.735499999999999,118.56,3,5,7,3,3,403.1299453
,,,,,,,0,,0,,,TOX26474,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,447.46900000000016,2.558700000000001,124.13,1,8,6,3,2,447.11002101200006
0,0,0,0,0,0,0,0,0,0,,0,TOX26475,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,307.39,3.1187000000000014,48,0,4,4,2,1,307.1783583
0,0,0,0,,0,,,,,1,,TOX28908,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3C(C)=CC[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,899.1280000000004,5.911600000000009,170.05999999999997,3,14,7,8,0,898.5078570480001
0,0,0,0,0,0,0,0,0,0,0,0,TOX24934,CN1C(=O)N(C)C(O)C1O,146.146,-1.3796,64.01,2,3,0,1,0,146.0691422
0,0,0,0,0,0,0,0,0,0,0,0,TOX24932,CC(C)c1ccc(S(=O)(=O)O)cc1,200.259,2.0567,54.370000000000005,1,2,2,1,1,200.0507152
0,0,0,1,0,0,,0,0,1,,0,TOX4624,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,340.4190000000001,3.567700000000002,43.519999999999996,0,4,8,4,2,340.16745924799994
0,0,,,1,0,0,0,0,0,,0,TOX4625,c1ccc(SCCSc2ccccc2)cc1,246.40000000000003,4.571000000000003,0,0,2,5,2,2,246.0536924
0,0,0,0,0,0,0,0,0,0,0,0,TOX4621,COCCOCCOC,134.175,0.29580000000000006,27.69,0,3,6,0,0,134.0942943
0,0,0,,,0,0,,1,0,1,1,TOX8038,CCCCNC(=O)OCC#CI,281.09299999999996,1.9086,38.33,1,2,4,0,0,280.99127662399997
0,0,0,0,0,0,0,0,0,0,0,0,TOX21273,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,284.2490000000001,0.11059999999999975,124.34,2,5,3,2,1,284.010307
0,,0,0,0,0,0,0,0,0,,0,TOX4628,NC(=O)NNC(N)=O,118.096,-1.762,110.24000000000001,4,2,0,0,0,118.0490754
0,0,0,,,0,0,1,0,0,0,0,TOX4629,COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,394.51100000000014,5.810200000000006,63.60000000000001,1,3,10,0,0,394.21440943999994
,,,,,,,0,,0,,,TOX31449,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,368.8420000000001,1.9685000000000001,98.48999999999998,2,4,6,2,2,368.0597557
,,,,,,,0,,0,,,TOX31448,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,260.221,-1.56628,104.54999999999998,3,6,2,2,1,260.0808497
,,,,,,,0,,0,,,TOX31443,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,293.407,2.641700000000001,58.56,2,3,9,1,1,293.1990937
,,,,,,,1,,0,,,TOX31442,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1,341.43600000000004,3.541800000000002,67.87,1,4,3,4,3,341.1197978480001
,,,,,,,0,,0,,,TOX31441,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,384.4360000000002,2.1241000000000003,80.28,0,8,6,3,3,384.17975524800005
,,,,,,,1,,0,,,TOX31440,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1,498.62000000000035,3.7374000000000027,77.54,0,6,12,3,2,498.27298693599994
,,,,,,,0,,0,,,TOX31447,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,234.33899999999997,3.7997000000000036,37.3,1,2,1,1,1,234.1619799
,,,,,,,0,,0,,,TOX31446,CCC(=O)N(c1ccccc1)C1CCNCC1,232.32699999999994,2.1815999999999995,32.34,1,2,3,2,1,232.1575633
,,,,,,,,,0,,,TOX31445,O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F,370.60500000000013,4.043500000000002,46.17,1,2,4,2,2,368.9567466
0,,0,,,,,,,1,,,TOX21274,O=C1C=CC(=O)N1c1ccccc1,173.17100000000002,1.1159999999999999,37.38,0,2,1,2,1,173.0476785
0,0,0,0,0,0,0,0,0,0,0,0,TOX28720,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,255.74499999999998,3.4072000000000022,38.33,1,2,4,1,1,255.1026065
0,0,0,0,0,,,,0,1,1,,TOX20619,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,348.48600000000016,6.103720000000005,37.3,1,1,3,3,2,348.2089301
0,0,0,0,0,0,0,0,0,0,0,0,TOX20614,CC(=O)C(=O)[O-],87.05399999999999,-1.6747,57.2,0,3,1,0,0,87.00876753591001
0,0,,0,0,0,0,,0,,0,0,TOX20617,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,287.344,2.3709,67.87,1,4,3,3,3,287.0728476560001
0,,0,,,,0,1,0,,1,0,TOX20611,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,422.83100000000013,6.155100000000007,36.92,0,4,17,0,0,422.2703895
0,0,0,0,0,0,0,0,0,0,0,0,TOX27197,CC(=O)OC1C2(C)CCC(C2)C1(C)C,196.29,2.7643000000000013,26.3,0,2,1,2,0,196.1463299
0,0,0,0,0,0,0,0,0,0,0,0,TOX28472,O=S(=O)([O-])[O-].[Li+].[Li+],109.945,-7.33,80.26,0,4,0,0,0,109.98373858000002
0,1,0,0,0,1,,1,0,1,1,0,TOX28473,O=Cc1c2ccccc2c(Cl)c2ccccc12,240.68899999999996,4.4589000000000025,17.07,0,1,1,3,3,240.0341926
0,0,0,0,0,0,0,0,0,0,0,0,TOX28474,CCCCCBr,151.047,2.5715000000000012,0,0,0,3,0,0,150.0044125
0,0,1,0,1,1,0,1,0,0,1,0,TOX29302,CCCC[n+]1ccc(C)cc1,150.24499999999998,2.08262,3.88,0,0,3,1,1,150.1277259
0,0,0,0,0,0,0,,0,0,0,0,TOX28477,CC[N+]1(C)CCCC1.F[B-](F)(F)F,201.016,2.5467000000000004,0,0,0,1,1,0,201.13119279199998
0,0,1,1,,1,,1,1,,,1,TOX28479,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,353.76900000000006,4.505820000000002,96.21,2,5,2,4,3,353.06795230399996
0,0,1,0,0,0,0,0,0,0,0,1,TOX24112,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,315.35400000000004,2.9079000000000006,84.07999999999998,2,4,3,3,3,315.06776227600005
0,0,0,0,0,0,0,0,0,0,0,0,TOX27709,CC1CCC(=O)C1=O,112.12799999999999,0.5545,34.14,0,2,0,1,0,112.0524295
0,0,0,0,0,0,0,0,0,0,0,0,TOX28726,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,379.50400000000025,4.137700000000003,44.81000000000001,1,4,7,4,2,379.22597716800004
0,0,0,1,0,0,0,0,0,0,0,0,TOX27703,O=C1CCCCCCCCCCOCCCCO1,256.3859999999999,3.850900000000003,35.53,0,3,0,1,0,256.2038448
0,0,0,0,0,0,0,0,0,0,0,0,TOX27702,CSSc1ccoc1C,160.26299999999998,2.958120000000001,13.14,0,3,2,1,1,160.0016569
0,0,0,0,0,0,0,0,0,0,0,0,TOX27701,Cc1occc(=O)c1OC(=O)C(C)C,196.20199999999997,1.50962,56.51,0,4,2,1,1,196.0735589
0,0,0,,0,0,0,,0,0,1,0,TOX27700,CCCc1ccccc1O,136.19399999999996,2.344700000000001,20.23,1,1,2,1,1,136.088815
0,0,0,0,0,0,0,0,0,0,0,0,TOX27706,CCC(=O)OCc1ccc(OC)cc1,194.23,2.1483999999999996,35.53,0,3,4,1,1,194.0942943
0,0,0,0,0,0,0,0,0,0,0,0,TOX27704,CCCC1CCOC(C)S1,160.28199999999998,2.654600000000001,9.23,0,2,2,1,0,160.0921861
0,,1,0,,0,,,0,,1,,TOX28614,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,261.70799999999997,4.090220000000002,49.33,2,2,3,2,2,261.0556563
0,0,0,0,0,0,,,0,,0,0,TOX28615,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,577.7260000000002,2.5206,118.21,3,6,5,7,2,577.3264195
0,,0,,,,,1,1,1,0,1,TOX28616,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,719.9240000000002,2.583500000000007,158.47,4,8,20,4,2,719.4257991640001
0,0,0,0,,0,,0,0,0,,0,TOX28617,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.869,4.2116000000000025,171.21999999999997,5,9,14,3,3,704.3897480040001
0,0,0,,,0,,,0,,1,1,TOX28610,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,349.139,5.656200000000001,41.13,2,1,2,2,2,348.0044029
0,,1,,,0,,,1,0,0,,TOX28611,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,308.345,2.8432999999999993,105.64,3,6,2,4,4,308.1385591
1,1,0,,,0,0,0,0,0,0,0,TOX28612,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,404.5030000000002,2.3524000000000003,100.90000000000002,2,6,3,4,0,404.2198887
0,0,0,0,0,0,0,,0,,0,1,TOX28613,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,431.36200000000025,1.7487999999999997,64.6,0,10,6,7,0,431.1629664
0,,0,0,0,0,,,0,0,,,TOX28618,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,347.38900000000007,0.21040000000000036,107.04999999999998,0,7,3,2,0,347.103873
0,0,0,0,0,0,0,0,0,0,0,0,TOX28619,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,224.26,1.6261999999999999,75.39999999999999,2,4,5,1,1,224.1160924
0,0,0,0,0,0,0,1,0,0,0,0,TOX2707,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.5120000000001,2.0881999999999996,69.64000000000001,0,6,6,4,1,385.24777523200004
,,,,,,,0,,0,,,TOX2704,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,271.788,2.7762200000000012,41.49,2,3,5,1,1,271.1339066
0,0,0,0,0,0,0,0,0,0,0,0,TOX1615,CS(=O)(=O)Cl,114.55300000000001,0.18480000000000008,34.14,0,2,0,0,0,113.954228
0,0,0,0,0,0,0,0,0,0,0,0,TOX1617,Cc1cccc(C(=O)O)c1,136.15,1.69322,37.3,1,1,1,1,1,136.0524295
0,0,0,0,0,0,0,0,0,0,0,0,TOX1610,O=C(O)c1cccc(O)c1,138.12199999999999,1.0903999999999998,57.53,2,2,1,1,1,138.0316941
0,0,0,0,0,0,0,0,0,0,0,0,TOX1618,Cc1ccc(C(=O)O)cc1,136.15,1.69322,37.3,1,1,1,1,1,136.0524295
0,0,,0,0,0,0,0,0,0,0,0,TOX25640,CCC(C(=O)OCCN(CC)CC)c1ccccc1,263.381,3.0652000000000017,29.54,0,3,8,1,1,263.188529
1,1,0,,,0,0,0,0,0,0,0,TOX25642,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,346.4670000000001,2.810800000000001,74.6,2,4,2,4,0,346.21440943999994
0,,1,0,0,,,,1,0,1,0,TOX25645,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41000000000025,2.4092000000000002,92.68,1,8,4,5,2,414.1314676639999
0,0,,0,0,0,0,0,0,0,0,0,TOX6499,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,358.40100000000007,-0.2171,153.61,4,7,6,2,2,358.0405615
1,1,,,0,0,0,,0,0,0,0,TOX25647,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.4680000000002,2.7808000000000015,74.6,2,4,2,4,0,376.20498762799997
,,,,,,,0,,0,,,TOX25648,NC/C=C/C(=O)O,101.10499999999999,-0.4141,63.32000000000001,2,2,2,0,0,101.0476785
0,0,0,0,1,0,0,0,0,0,0,0,TOX6496,CC(=O)OC(C)(C)C1CC=C(C)CC1,196.28999999999996,3.0745000000000013,26.3,0,2,2,1,0,196.1463299
0,0,0,0,0,0,0,0,0,0,1,0,TOX6494,Cl[Si](Cl)(c1ccccc1)c1ccccc1,253.20400000000004,2.720600000000001,0,0,0,2,2,2,251.9928822
0,0,0,0,0,0,0,0,0,0,0,0,TOX5286,COCCOC,90.122,0.2792,18.46,0,2,3,0,0,90.06807956
0,0,0,0,0,0,0,0,0,0,0,0,TOX5285,CCOCCOCC,118.176,1.0594000000000001,18.46,0,2,5,0,0,118.0993797
0,0,,0,0,0,0,0,0,0,1,0,TOX978,O=[N+]([O-])c1cccc2ccccc12,173.171,2.748000000000001,43.14,0,2,1,2,2,173.0476785
0,0,0,0,0,0,0,0,0,0,0,0,TOX13179,O=C(O)CCC(=O)C(=O)O,146.098,-0.4951,91.67,2,3,4,0,0,146.0215233
